Name,Display_Name,Type_1,Type_2,BST,HP,Attack,Defense,Sp_Attack,Sp_Defense,Speed,Ability_1,Ability_2,Ability_3
LYCANROC_MIDDAY,Lycanroc,Rock,,487,75,115,65,55,65,112,Keen Eye,Sand Rush,Steadfast
LYCANROC_MIDNIGHT,Lycanroc,Rock,,487,85,115,75,55,75,82,Intimidate,Anger Shell,No Guard
MABOSSTIFF,Mabosstiff,Dark,,505,80,120,90,60,70,85,Intimidate,Guard Dog,Stakeout
MACHOKE,Machoke,Fighting,,405,80,100,70,50,60,45,Guts,No Guard,Steadfast
MACHOP,Machop,Fighting,,305,70,80,50,35,35,35,Guts,No Guard,Steadfast
MAGBY,Magby,Fire,,365,45,75,37,70,55,83,Flame Body,Vital Spirit,
MAGCARGO,Magcargo,Fire,Rock,450,75,50,120,95,80,30,Earth Eater,Flame Body,Weak Armor
MAGIKARP,Magikarp,Water,,200,20,10,55,15,20,80,Swift Swim,Rattled,
MAGMAR,Magmar,Fire,,495,65,95,57,100,85,93,Flame Body,Vital Spirit,
MAGMORTAR,Magmortar,Fire,,540,75,95,67,125,95,83,Flame Body,Vital Spirit,
MAGNEMITE,Magnemite,Electric,Steel,325,25,35,70,95,55,45,Magnet Pull,Sturdy,Analytic
MAGNETON,Magneton,Electric,Steel,465,50,60,95,120,70,70,Magnet Pull,Sturdy,Analytic
MAGNEZONE,Magnezone,Electric,Steel,535,70,70,115,130,90,60,Magnet Pull,Sturdy,Analytic
MAKUHITA,Makuhita,Fighting,,237,72,60,30,20,30,25,Thick Fat,Guts,Sheer Force
MALAMAR,Malamar,Dark,Psychic,482,86,92,88,68,75,73,Contrary,Suction Cups,Infiltrator
MAMOSWINE,Mamoswine,Ice,Ground,530,110,130,80,70,60,80,Oblivious,Snow Cloak,Thick Fat
MANAPHY,Manaphy,Water,,600,100,100,100,100,100,100,,,
MANDIBUZZ,Mandibuzz,Dark,Flying,510,110,65,105,55,95,80,Big Pecks,Overcoat,Weak Armor
MANECTRIC,Manectric,Electric,,475,70,75,60,105,60,105,Static,Lightning Rod,Minus
MANECTRIC_MEGA,Manectric,Electric,,575,70,75,80,135,80,135,Intimidate,Intimidate,Intimidate
MANKEY,Mankey,Fighting,,305,40,80,35,35,45,70,Vital Spirit,Anger Point,Defiant
MANTINE,Mantine,Water,Flying,400,0,40,70,80,140,70,Swift Swim,Water Absorb,Water Veil
MANTYKE,Mantyke,Water,Flying,345,45,20,50,60,120,50,Swift Swim,Water Absorb,Water Veil
MARACTUS,Maractus,Grass,,461,75,86,67,106,67,60,Water Absorb,Chlorophyll,Storm Drain
MAREANIE,Mareanie,Poison,Water,305,50,53,62,43,52,45,Merciless,Limber,Regenerator
MAREEP,Mareep,Electric,,280,55,40,40,65,45,35,Static,Plus,
MARILL,Marill,Water,Fairy,250,70,20,50,20,50,40,Thick Fat,Huge Power,Sap Sipper
MAROWAK,Marowak,Ground,,425,60,80,110,50,80,45,Rock Head,Lightning Rod,Battle Armor
MAROWAK_ALOLAN,Marowak,Fire,Ghost,425,60,80,110,50,80,45,Cursed Body,Lightning Rod,Rock Head
MARSHADOW,Marshadow,Fighting,Ghost,600,90,125,80,90,90,125,,,
MARSHTOMP,Marshtomp,Water,Ground,425,80,85,70,60,80,50,Water Absorb,Mold Breaker,
MASCHIFF,Maschiff,Dark,,340,60,78,60,40,51,51,Intimidate,Run Away,Stakeout
MASQUERAIN,Masquerain,Bug,Flying,454,70,60,62,100,82,80,Intimidate,Unnerve,
LEDIAN,Mataradte,Bug,Fighting,495,75,130,100,70,70,50,Wing Clipper,Overcoat,Unseen Fist
MAWILE,Mawile,,,380,50,85,85,55,55,50,Hyper Cutter,Intimidate,Sheer Force
MAWILE_MEGA,Mawile,,,480,50,105,125,55,95,50,Huge Power,Huge Power,Huge Power
MEDICHAM,Medicham,Fighting,Psychic,410,60,60,75,60,75,80,Pure Power,Telepathy,
MEDICHAM_MEGA,Medicham,Fighting,Psychic,510,60,100,85,80,85,100,Pure Power,Pure Power,Pure Power
MEDITITE,Meditite,Fighting,Psychic,280,30,40,55,40,55,60,Pure Power,Telepathy,
MEGANIUM,Meganium,Grass,,525,80,82,100,83,100,80,Overgrow,Leaf Guard,
MELOETTA_ARIA,Meloetta,Normal,Psychic,600,100,77,77,128,128,90,,,
MELOETTA_PIROUETTE,Meloetta,Normal,Fighting,600,100,128,90,77,77,128,,,
MELTAN,Meltan,Steel,,300,46,65,65,55,35,34,,,
MEOWSCARADA,Meowscarad,Grass,Dark,530,76,110,70,81,70,123,Overgrow,Protean,
MEOWSTIC_FEMALE,Meowstic,Psychic,,466,74,48,76,83,81,104,Keen Eye,Infiltrator,Competitive
MEOWSTIC_MALE,Meowstic,Psychic,,466,74,48,76,83,81,104,Keen Eye,Infiltrator,Prankster
MEOWTH,Meowth,Normal,,290,40,45,35,40,40,90,Pickup,Technician,Unnerve
MEOWTH_GIGANTAMAX,Meowth,Normal,,290,40,45,35,40,40,90,Pickup,Technician,Unnerve
MEOWTH_ALOLAN,Meowth,Dark,,290,40,35,35,50,40,90,Pickup,Technician,Rattled
MEOWTH_GALARIAN,Meowth,Steel,,290,50,65,55,40,40,40,Pickup,Tough Claws,Unnerve
MESPRIT,Mesprit,Psychic,,580,80,105,105,105,105,80,,,
METAGROSS,Metagross,Steel,Psychic,600,80,135,130,95,90,70,Clear Body,Light Metal,
METAGROSS_MEGA,Metagross,Steel,Psychic,700,80,145,150,105,110,110,Tough Claws,Tough Claws,Tough Claws
METANG,Metang,Steel,Psychic,420,60,75,100,55,80,50,Clear Body,Light Metal,
METAPOD,Metapod,Bug,,305,70,20,85,25,75,30,,,
MEW,Mew,Psychic,,600,100,100,100,100,100,100,,,
MEWTWO,Mewtwo,Psychic,,680,106,110,90,154,90,130,Pressure,Unnerve,
MEWTWO_MEGA_X,Mewtwo,Psychic,Fighting,780,106,190,100,154,100,130,Steadfast,Steadfast,Steadfast
MEWTWO_MEGA_Y,Mewtwo,Psychic,,780,106,150,70,194,120,140,Insomnia,Insomnia,Insomnia
MIENFOO,Mienfoo,Fighting,,350,45,85,50,55,50,65,Inner Focus,Regenerator,Reckless
MIENSHAO,Mienshao,Fighting,,510,65,125,60,95,60,105,Inner Focus,Regenerator,Reckless
MIGHTYENA,Mightyena,Dark,,420,70,90,70,60,60,70,Intimidate,Quick Feet,Moxie
MILCERY,Milcery,Fairy,,270,45,40,40,50,61,34,Sweet Veil,Aroma Veil,
MILOTIC,Milotic,Water,,540,95,60,79,100,125,81,Marvel Scale,Competitive,Cute Charm
MILTANK,Miltank,Normal,,490,95,80,105,40,70,100,Thick Fat,Scrappy,Sap Sipper
MIME_JR,Mime Jr.,Psychic,Fairy,310,20,25,45,70,90,60,Soundproof,Filter,Technician
MINCCINO,Minccino,Normal,,300,55,50,40,40,40,75,Cute Charm,Technician,Skill Link
MINUN,Minun,Electric,,405,60,40,50,75,85,95,Minus,Volt Absorb,
MIRAIDON,Miraidon,Electric,Dragon,670,100,85,100,135,115,135,Hadron Engine,,
MISDREAVUS,Misdreavus,Ghost,,435,60,60,60,85,85,85,,,
MISMAGIUS,Mismagius,Ghost,,495,60,60,60,105,105,105,,,
MOLTRES,Moltres,Fire,Flying,580,90,100,90,125,85,90,Pressure,Flame Body,
MOLTRES_GALARIAN,Moltres,Dark,Flying,580,90,85,90,100,125,90,Berserk,,
MONFERNO,Monferno,Fire,Fairy,420,65,83,52,83,52,85,Martial Arts,,
MORELULL,Morelull,Grass,Fairy,285,40,35,55,65,75,15,Illuminate,Effect Spore,Rain Dish
MORGREM,Morgrem,Dark,Fairy,370,65,60,45,75,55,70,Prankster,Frisk,Pickpocket
MOTHIM,Mothim,Bug,Flying,424,70,94,50,94,50,66,Swarm,Tinted Lens,
MR_MIME,Mr. Mime,Psychic,Fairy,460,40,45,65,100,120,90,Soundproof,Filter,Technician
MR_MIME_GALARIAN,Mr. Mime,Ice,Psychic,460,50,65,65,90,90,100,Vital Spirit,Screen Cleaner,Ice Body
MR_RIME,Mr. Rime,Ice,Psychic,520,80,85,75,110,100,70,Tangled Feet,Screen Cleaner,Ice Body
MUDBRAY,Mudbray,Ground,,385,70,100,70,45,55,45,Own Tempo,Stamina,Inner Focus
MUDKIP,Mudkip,Water,,310,50,70,50,50,50,40,Water Absorb,Mold Breaker,
MUDSDALE,Mudsdale,Ground,,500,100,125,100,55,85,35,Own Tempo,Stamina,Inner Focus
PATRAT,Mumagi,Ghost,Time,376,35,30,55,87,77,92,Cursed Body,Dry Skin,Mummy
MUNCHLAX,Munchlax,Normal,,390,135,85,40,40,85,5,Pickup,Thick Fat,Gluttony
MUNKIDORI,Munkidori,Poison,Psychic,555,88,75,66,130,90,106,Toxic Chain,Frisk,
MUNNA,Munna,Psychic,,292,76,25,45,67,55,24,Misty Surge,Synchronize,Telepathy
MURKROW,Murkrow,Dark,Flying,405,60,85,42,85,42,91,Insomnia,Super Luck,Prankster
MUSHARNA,Musharna,Psychic,,487,116,55,85,107,95,29,Misty Surge,Synchronize,Telepathy
NACLI,Nacli,Rock,,280,55,55,75,35,35,25,Purifying Salt,Sturdy,Clear Body
NACLSTACK,Naclstack,Rock,,355,60,60,100,35,65,35,Purifying Salt,Sturdy,Clear Body
NAGANADEL,Naganadel,Poison,Dragon,540,73,73,73,127,73,121,,,
NATU,Natu,Psychic,Flying,320,40,50,45,70,45,70,Synchronize,Early Bird,Magic Bounce
NECROZMA,Necrozma,Psychic,,600,97,107,101,127,89,79,,,
NECROZMA_DAWN_WINGS,Necrozma,Psychic,Ghost,680,97,113,109,157,127,77,,,
NECROZMA_DUSK_MANE,Necrozma,Psychic,Steel,680,97,157,127,113,109,77,,,
NECROZMA_ULTRA,Necrozma,Psychic,Dragon,754,97,167,97,167,97,129,,,
NIDOKING,Nidoking,Poison,Ground,403,81,0,77,85,75,85,Poison Point,Rivalry,Sheer Force
NIDOQUEEN,Nidoqueen,Poison,Ground,413,90,0,87,75,85,76,Poison Point,Rivalry,Sheer Force
NIDORAN_F,Nidoran♀,Poison,,275,55,47,52,40,40,41,Poison Point,Rivalry,Hustle
NIDORAN_M,Nidoran♂,Poison,,273,46,57,40,40,40,50,Poison Point,Rivalry,Hustle
NIDORINA,Nidorina,Poison,,365,70,62,67,55,55,56,Poison Point,Rivalry,Hustle
NIDORINO,Nidorino,Poison,,365,61,72,57,55,55,65,Poison Point,Rivalry,Hustle
NIHILEGO,Nihilego,Rock,Poison,570,109,53,47,127,131,103,,,
NINCADA,Nincada,Bug,Ground,266,31,45,90,30,30,40,Compound Eyes,Run Away,
NINETALES,Ninetales,Fire,,505,73,76,75,81,100,100,Flash Fire,Drought,
NINETALES_ALOLAN,Ninetales,Ice,Fairy,505,73,67,75,81,100,109,Snow Cloak,Snow Warning,
NINJASK,Ninjask,Bug,Flying,456,61,90,45,50,50,160,Speed Boost,Infiltrator,
NOCTOWL,Noctowl,Time,Flying,366,100,50,50,0,96,70,Insomnia,Keen Eye,Tinted Lens
NOIBAT,Noibat,Flying,Dragon,245,40,30,35,45,40,55,Frisk,Infiltrator,Telepathy
NOIVERN,Noivern,Flying,Dragon,535,85,70,80,97,80,123,Punk Rock,Infiltrator,Soundproof
NOSEPASS,Nosepass,Rock,,375,30,45,135,45,90,30,Sturdy,Magnet Pull,Sand Force
NUMEL,Numel,Fire,Ground,305,60,60,40,65,45,35,Oblivious,Own Tempo,Simple
NUZLEAF,Nuzleaf,Grass,Dark,340,70,70,40,60,40,60,Chlorophyll,Early Bird,Pickpocket
NYMBLE,Nymble,Bug,,210,33,46,40,21,25,45,Swarm,Tinted Lens,
TAROUNTULA,Obsidimite,Bug,,210,40,27,36,39,47,21,Earth Eater,Moxie,
OBSTAGOON,Obstagoon,Dark,Normal,520,93,90,101,60,81,95,Reckless,Guts,Defiant
OCTILLERY,Octillery,Water,,480,75,105,75,105,75,45,Suction Cups,Sniper,Moody
ODDISH,Oddish,Grass,Poison,320,45,50,55,75,65,30,Chlorophyll,Run Away,
OINKOLOGNE_FEMALE,Oinkologne,Normal,,489,115,90,70,59,90,65,Aroma Veil,Gluttony,Thick Fat
OINKOLOGNE_MALE,Oinkologne,Normal,,489,110,100,75,59,80,65,Lingering Aroma,Gluttony,Thick Fat
OKIDOGI,Okidogi,Poison,Fighting,555,88,128,115,58,86,80,Toxic Chain,Guard Dog,
OMANYTE,Omanyte,Rock,Water,355,35,40,100,90,55,35,Swift Swim,Shell Armor,Weak Armor
OMASTAR,Omastar,Rock,Water,495,70,60,125,115,70,55,Swift Swim,Shell Armor,Weak Armor
ONIX,Onix,Rock,Ground,385,35,45,160,30,45,70,Rock Head,Sturdy,Weak Armor
ORANGURU,Oranguru,Normal,Psychic,490,90,60,80,90,110,60,Inner Focus,Telepathy,Symbiosis
ORICORIO_BAILE,Oricorio,Fire,Flying,476,75,70,70,98,70,93,,,
ORICORIO_PAU,Oricorio,Psychic,Flying,476,75,70,70,98,70,93,,,
ORICORIO_POM_POM,Oricorio,Electric,Flying,476,75,70,70,98,70,93,,,
ORICORIO_SENSU,Oricorio,Ghost,Flying,476,75,70,70,98,70,93,,,
ORTHWORM,Orthworm,Steel,,480,70,85,145,60,55,65,Earth Eater,Sand Veil,
OSHAWOTT,Oshawott,Water,,308,55,55,45,63,45,45,Torrent,Shell Armor,
OVERQWIL,Overqwil,Dark,Poison,510,85,115,95,65,65,85,Poison Point,Swift Swim,Intimidate
PACHIRISU,Pachirisu,Electric,,405,60,45,70,45,90,95,Run Away,Pickup,Volt Absorb
PALAFIN_HERO,Palafin,Water,,650,100,160,97,106,87,100,,,
PALAFIN_ZERO,Palafin,Water,,457,100,70,72,53,62,100,,,
PALKIA,Palkia,Water,Dragon,680,90,120,100,150,120,100,Pressure,Telepathy,
PALKIA_ORIGIN,Palkia,Water,Dragon,680,90,100,100,150,120,120,Pressure,Telepathy,
PALOSSAND,Palossand,Ghost,Ground,480,85,75,110,100,75,35,Water Compaction,Sand Veil,
PALPITOAD,Palpitoad,Water,Ground,384,75,65,55,65,55,69,Swift Swim,Poison Point,Water Absorb
PANCHAM,Pancham,Fighting,,348,67,82,62,46,48,43,Iron Fist,Mold Breaker,Scrappy
PANGORO,Pangoro,Fighting,Dark,495,95,124,78,69,71,58,Iron Fist,Mold Breaker,Scrappy
PANPOUR,Panpour,Water,,333,50,32,58,80,48,65,Receiver,Gluttony,Torrent
PANSAGE,Pansage,Grass,,339,55,75,38,38,58,75,Intimidate,Gluttony,Overgrow
PANSEAR,Pansear,Fire,,333,50,44,70,44,70,55,Steam Engine,Gluttony,Blaze
PARASECT,Parasect,Bug,Grass,436,65,99,90,61,90,31,Effect Spore,Thick Fat,Dry Skin
PASSIMIAN,Passimian,Fighting,,490,100,120,90,40,60,80,Receiver,Defiant,
PAWMI,Pawmi,Electric,,240,45,50,20,40,25,60,Static,Natural Cure,Iron Fist
PAWMO,Pawmo,Electric,Fighting,350,60,75,40,50,40,85,Volt Absorb,Natural Cure,Iron Fist
PAWMOT,Pawmot,Electric,Fighting,490,70,115,70,70,60,105,Volt Absorb,Natural Cure,Iron Fist
PAWNIARD,Pawniard,Dark,Steel,340,45,85,70,40,40,60,Defiant,Inner Focus,Pressure
PELIPPER,Pelipper,Water,Flying,345,60,50,100,0,70,65,Rain Dish,Keen Eye,Drizzle
PERRSERKER,Perrserker,Steel,,440,70,110,100,50,60,50,Battle Armor,Tough Claws,Steely Spirit
PERSIAN,Persian,Normal,,440,65,70,60,65,65,115,Limber,Technician,Unnerve
PERSIAN_ALOLAN,Persian,Dark,,440,65,60,60,75,65,115,Fur Coat,Technician,Rattled
PETILIL,Petilil,Grass,,325,55,60,55,70,55,30,Chlorophyll,Own Tempo,Leaf Guard
PHANPY,Phanpy,Ground,,330,90,60,60,40,40,40,Pickup,Sand Veil,
PHANTUMP,Phantump,Ghost,Grass,309,43,70,48,50,60,38,Natural Cure,Frisk,Harvest
PHEROMOSA,Pheromosa,Bug,Fighting,570,71,137,37,137,37,151,,,
PHIONE,Phione,Water,,480,80,80,80,80,80,80,,,
PIDGEOT,Pidgeot,Normal,Flying,378,83,80,75,70,70,0,Keen Eye,Tangled Feet,Big Pecks
PIDGEOT_MEGA,Pidgeot,Electric,Flying,458,83,80,80,135,80,0,No Guard,No Guard,No Guard
PIDGEOTTO,Pidgeotto,Normal,Flying,349,63,60,55,50,50,71,Keen Eye,Tangled Feet,Big Pecks
PIDGEY,Pidgey,Normal,Flying,251,40,45,40,35,35,56,Keen Eye,Tangled Feet,Big Pecks
PIGNITE,Pignite,Fire,Ground,418,90,93,55,70,55,55,Stamina,Thick Fat,
PIKACHU,Pikachu,Electric,,420,45,77,60,77,50,111,Static,Lightning Rod,
PIKACHU_GIGANTAMAX,Pikachu,Electric,,420,45,77,60,77,50,111,Static,Lightning Rod,
PIKACHU_ALOLA_CAP,Pikachu Alola Cap,Electric,,0,0,0,0,0,0,0,,,
PIKACHU_BELLE,Pikachu Belle,Electric,Ice,0,0,0,0,0,0,0,,,
PIKACHU_COSPLAY,Pikachu Cosplay,Electric,,0,0,0,0,0,0,0,,,
PIKACHU_HOENN_CAP,Pikachu Hoenn Cap,Electric,,0,0,0,0,0,0,0,,,
PIKACHU_KALOS_CAP,Pikachu Kalos Cap,Electric,,0,0,0,0,0,0,0,,,
PIKACHU_LIBRE,Pikachu Libre,Electric,Fighting,0,0,0,0,0,0,0,,,
PIKACHU_ORIGINAL_CAP,Pikachu Original Cap,Electric,,0,0,0,0,0,0,0,,,
PIKACHU_PARTNER_CAP,Pikachu Partner Cap,Electric,,0,0,0,0,0,0,0,,,
PIKACHU_PH_D,Pikachu Ph D,Electric,Normal,0,0,0,0,0,0,0,,,
PIKACHU_POP_STAR,Pikachu Pop Star,Electric,Fairy,0,0,0,0,0,0,0,,,
PIKACHU_ROCK_STAR,Pikachu Rock Star,Electric,Dark,0,0,0,0,0,0,0,,,
PIKACHU_SINNOH_CAP,Pikachu Sinnoh Cap,Electric,,0,0,0,0,0,0,0,,,
PIKACHU_UNOVA_CAP,Pikachu Unova Cap,Electric,,0,0,0,0,0,0,0,,,
PIKACHU_WORLD_CAP,Pikachu World Cap,Electric,,0,0,0,0,0,0,0,,,
PIKIPEK,Pikipek,Normal,Flying,265,35,75,30,30,30,65,Keen Eye,Skill Link,Pickup
PILOSWINE,Piloswine,Ice,Ground,450,100,100,80,60,60,50,Oblivious,Snow Cloak,Thick Fat
PINCURCHIN,Pincurchin,Electric,,435,48,101,95,91,85,15,Lightning Rod,Electric Surge,
PINECO,Pineco,Bug,Steel,310,50,65,90,35,35,35,Sturdy,Overcoat,
PINSIR,Pinsir,Bug,Dark,510,66,125,104,55,74,86,Hyper Cutter,Mold Breaker,Moxie
PINSIR_MEGA,Pinsir,Bug,Flying,600,65,155,120,65,90,105,Aerilate,Aerilate,Aerilate
PIPLUP,Piplup,Water,,314,53,51,53,61,56,40,Torrent,Competitive,
PLUSLE,Plusle,Electric,,405,60,50,40,85,75,95,Plus,Lightning Rod,
POIPOLE,Poipole,Poison,,420,67,73,67,73,67,73,,,
SPEAROW,Pok'n,Normal,,254,40,54,50,40,50,20,Speed Boost,Speed Boost,
POLITOED,Politoed,Water,,500,90,75,75,90,100,70,Water Absorb,Damp,Drizzle
POLIWAG,Poliwag,Water,,300,40,50,40,40,40,90,Water Absorb,Damp,Swift Swim
POLIWHIRL,Poliwhirl,Water,,385,65,65,65,50,50,90,Water Absorb,Damp,Swift Swim
POLIWRATH,Poliwrath,Water,Fighting,415,90,0,95,70,90,70,Water Absorb,Damp,Swift Swim
PONYTA_GALARIAN,Ponyta,Psychic,,410,50,85,55,65,65,90,,,
POOCHYENA,Poochyena,Dark,,220,35,55,35,30,30,35,Run Away,Quick Feet,Rattled
POPPLIO,Popplio,Water,,320,50,54,54,66,56,40,Torrent,Liquid Voice,
PORYGON,Porygon,Normal,,395,65,60,70,85,75,40,Trace,Download,Analytic
PORYGON_Z,Porygon-Z,Normal,,535,85,80,70,135,75,90,Adaptability,Download,Analytic
PORYGON2,Porygon2,Normal,,515,85,80,90,105,95,60,Trace,Download,Analytic
PRIMARINA,Primarina,Water,Fairy,530,80,74,74,126,116,60,Torrent,Liquid Voice,
PRIMEAPE,Primeape,Fighting,,455,65,105,60,60,70,95,Vital Spirit,Anger Point,Defiant
PRINPLUP,Prinplup,Water,,405,64,66,68,81,76,50,Torrent,Competitive,
SPIDOPS,Prizpod,Bug,Dark,360,60,38,100,41,100,21,Light Devourer,Light Devourer,
PROBOPASS,Probopass,Rock,Steel,525,60,55,145,75,150,40,Sturdy,Magnet Pull,Sand Force
PSYDUCK,Psyduck,Water,,320,50,52,48,65,50,55,Damp,Cloud Nine,Swift Swim
PUPITAR,Pupitar,Rock,Ground,410,70,84,70,65,70,51,,,
PURRLOIN,Purrloin,Dark,,281,41,50,37,50,37,66,Limber,Unburden,Prankster
PURUGLY,Purugly,Normal,,452,71,82,64,64,59,112,Thick Fat,Own Tempo,Defiant
PYROAR,Pyroar,Fire,Normal,507,86,68,72,109,66,106,Rivalry,Unnerve,Moxie
PYUKUMUKU,Pyukumuku,Water,,410,55,60,130,30,130,5,Innards Out,Unaware,
QUAGSIRE,Quagsire,Water,Ground,430,95,85,85,65,65,35,Damp,Water Absorb,Unaware
QUAQUAVAL,Quaquaval,Water,Fighting,530,85,120,80,85,75,85,Torrent,Moxie,
QUAXLY,Quaxly,Water,,310,55,65,45,50,45,50,Torrent,Moxie,
QUAXWELL,Quaxwell,Water,,410,70,85,65,65,60,65,Torrent,Moxie,
QUILAVA,Quilava,Fire,,405,58,64,58,80,65,80,Blaze,Flash Fire,
QUILLADIN,Quilladin,Grass,Electric,410,66,56,97,80,58,53,Galvanize,Bulletproof,
QWILFISH,Qwilfish,Water,Poison,355,65,95,0,55,55,85,Poison Point,Swift Swim,Intimidate
QWILFISH_HISUIAN,Qwilfish,Dark,Poison,355,65,95,0,55,55,85,Poison Point,Swift Swim,Intimidate
RABOOT,Raboot,Fire,,420,65,86,60,55,60,94,Blaze,Libero,
RABSCA,Rabsca,Bug,Psychic,470,75,50,85,115,100,45,Synchronize,Telepathy,
RAICHU,Raichu,Electric,,375,60,90,55,90,80,0,Static,Lightning Rod,
RAICHU_ALOLAN,Raichu,Electric,Psychic,375,60,85,50,95,85,0,Static,Lightning Rod,
RAIKOU,Raikou,Electric,,580,90,85,75,115,100,115,Pressure,Inner Focus,
RALTS,Ralts,,,198,28,25,25,45,35,40,Synchronize,Trace,Telepathy
RAMPARDOS,Rampardos,Rock,,495,97,165,60,65,50,58,Mold Breaker,Sheer Force,
RAPIDASH_GALARIAN,Rapidash,Psychic,Fairy,500,65,100,70,80,80,105,,,
RATICATE,Raticate,Normal,,413,55,81,60,50,70,97,Run Away,Guts,Hustle
RATICATE_ALOLAN,Raticate,Dark,Normal,413,75,71,70,40,80,77,Gluttony,Hustle,Thick Fat
RATTATA,Rattata,Normal,,253,30,56,35,25,35,72,Run Away,Guts,Hustle
RATTATA_ALOLAN,Rattata,Dark,Normal,253,30,56,35,25,35,72,Gluttony,Hustle,Thick Fat
RAYQUAZA,Rayquaza,Dragon,Flying,680,105,150,90,150,90,95,,,
RAYQUAZA_MEGA,Rayquaza,Dragon,Flying,780,105,180,100,180,100,115,Delta Stream,Delta Stream,Delta Stream
REGICE,Regice,Ice,,580,80,50,100,100,200,50,Clear Body,Ice Body,
REGIDRAGO,Regidrago,Dragon,,580,200,100,50,100,50,80,,,
REGIELEKI,Regieleki,Electric,,580,80,100,50,100,50,200,,,
REGIGIGAS,Regigigas,Normal,,670,110,160,110,80,110,100,,,
REGIROCK,Regirock,Rock,,580,80,100,200,50,100,50,Clear Body,Sturdy,
REGISTEEL,Registeel,Steel,,580,80,75,150,75,150,50,Clear Body,Light Metal,
RELICANTH,Relicanth,Water,Rock,485,100,90,130,45,65,55,Swift Swim,Rock Head,Sturdy
RELLOR,Rellor,Bug,,270,41,50,60,31,58,30,Compound Eyes,Shed Skin,
REMORAID,Remoraid,Water,,300,35,65,35,65,35,65,Hustle,Sniper,Moody
RESHIRAM,Reshiram,Dragon,Fire,680,100,120,100,150,120,90,,,
REUNICLUS,Reuniclus,Steel,Poison,490,110,65,75,125,85,30,Overcoat,Magic Guard,Regenerator
REVAVROOM,Revavroom,Steel,Poison,500,80,119,90,54,67,90,Overcoat,Filter,
RHYDON,Rhydon,Ground,Rock,485,105,130,120,45,45,40,Lightning Rod,Rock Head,Reckless
RHYHORN,Rhyhorn,Ground,Rock,345,80,85,95,30,30,25,Lightning Rod,Rock Head,Reckless
RHYPERIOR,Rhyperior,Ground,Rock,535,115,140,130,55,55,40,Lightning Rod,Solid Rock,Reckless
RIBOMBEE,Ribombee,Bug,Fairy,464,60,55,60,95,70,124,Honey Gather,Shield Dust,Sweet Veil
RIOLU,Riolu,Fighting,,285,40,70,40,35,40,60,Steadfast,Inner Focus,Prankster
ROARING_MOON,RoarngMoon,Dragon,Dark,590,105,139,71,55,101,119,,,
ROCKRUFF,Rockruff,Rock,,320,48,76,44,34,44,74,Justified,Sand Rush,Steadfast
ROCKRUFF_OWN_TEMPO,Rockruff,Rock,,320,48,76,44,34,44,74,Own Tempo,,
ROGGENROLA,Roggenrola,Rock,,280,55,75,85,25,25,15,Sturdy,Weak Armor,Sand Force
ROLYCOLY,Rolycoly,Rock,,240,30,40,50,40,50,30,Steam Engine,Heatproof,Flash Fire
ROOKIDEE,Rookidee,Flying,,245,38,47,35,33,35,57,Keen Eye,Unnerve,Big Pecks
ROSELIA,Roselia,Grass,Poison,400,50,60,45,100,80,65,Natural Cure,Poison Point,Leaf Guard
ROSERADE,Roserade,Grass,Poison,450,60,70,0,125,105,90,Natural Cure,Poison Point,Technician
ROTOM,Rotom,Electric,Ghost,440,50,50,77,95,77,91,,,
ROTOM_FAN,Rotom,Electric,Flying,440,50,50,77,95,77,91,,,
ROTOM_FROST,Rotom,Electric,Ice,440,50,50,77,95,77,91,,,
ROTOM_HEAT,Rotom,Electric,Fire,440,50,50,77,95,77,91,,,
ROTOM_MOW,Rotom,Electric,Grass,440,50,50,77,95,77,91,,,
ROTOM_WASH,Rotom,Electric,Water,440,50,50,77,95,77,91,,,
ROWLET,Rowlet,Grass,Flying,320,68,55,55,50,50,42,Overgrow,Long Reach,
RUFFLET,Rufflet,Normal,Flying,350,70,83,50,37,50,60,Keen Eye,Sheer Force,Hustle
RUNERIGUS,Runerigus,Ground,Ghost,483,58,95,145,50,105,30,,,
SABLEYE,Sableye,Dark,Ghost,380,50,75,75,65,65,50,Keen Eye,Stall,Prankster
SABLEYE_MEGA,Sableye,Dark,Ghost,480,50,85,125,85,115,20,Magic Bounce,Magic Bounce,Magic Bounce
SALAMENCE,Salamence,Dragon,Flying,600,95,135,80,110,80,100,Intimidate,Moxie,
SALAMENCE_MEGA,Salamence,Dragon,Flying,700,95,145,130,120,90,120,Aerilate,Aerilate,Aerilate
SALANDIT,Salandit,Poison,Fire,320,48,44,40,71,40,77,Unburden,Earth Eater,
SALAZZLE,Salazzle,Poison,Fire,480,68,64,60,111,60,117,Berserk,Earth Eater,
SAMUROTT,Samurott,Water,,528,95,100,85,108,70,70,Torrent,Shell Armor,
SAMUROTT_HISUIAN,Samurott,Water,Dark,528,90,108,80,100,65,85,Torrent,Sharpness,
SANDILE,Sandile,Ground,Dark,292,50,72,35,35,35,65,Intimidate,Moxie,Anger Point
SANDSHREW,Sandshrew,Ground,,300,50,75,85,20,30,40,Sand Veil,Sand Rush,
SANDSHREW_ALOLAN,Sandshrew,Ice,Steel,300,50,75,90,10,35,40,Snow Cloak,Slush Rush,
SANDSLASH,Sandslash,Ground,,450,75,100,110,45,55,65,Sand Veil,Sand Rush,
